;ID;Text;Label;clean_tweets;Hashtags;tokens
468;137398;Booked my mom's vaccine appointments! Online process was smooth and easy. Hope is a nice feeling right about now. https://t.co/Rc26VMRqWt;0;booked mom vaccine appointments online process smooth easy hope nice feeling right;[];['booked', 'mom', 'vaccine', 'appointments', 'online', 'process', 'smooth', 'easy', 'hope', 'nice', 'feeling', 'right']
469;138554;And here we go again when is this nonsense going to stop all part of the UN signed agenda 21 first roll out a HOAX Virus then fear people into taking a dangerous vaccine;1;go nonsense going stop part un signed agenda first roll hoax virus fear people taking dangerous vaccine;[];['go', 'nonsense', 'going', 'stop', 'part', 'un', 'signed', 'agenda', 'first', 'roll', 'hoax', 'virus', 'fear', 'people', 'taking', 'dangerous', 'vaccine']
470;134650;If you've ever dropped an airpod on the floor of the tube and just put it back in your ear, you don't need to worry about what's in the vaccine.;0;ever dropped airpod floor tube put back ear need worry vaccine;[];['ever', 'dropped', 'airpod', 'floor', 'tube', 'put', 'back', 'ear', 'need', 'worry', 'vaccine']
471;138783;"Dose #2 complete! Thanks @systems_family, @AusPublicHealth and @moderna_tx!_x000D_
#vaccinated #VaccinesWork https://t.co/MR8h6UWMHn";0;dose complete thanks family tx x vaccinated vaccineswork;['#2', '#vaccinated', '#VaccinesWork'];['dose', 'complete', 'thanks', 'family', 'tx', 'x', 'vaccinated', 'vaccineswork']
472;134223;If you’ve ever been on a night out in the forge, you don’t need to worry about what’s in the vaccine;0;ever night forge need worry vaccine;[];['ever', 'night', 'forge', 'need', 'worry', 'vaccine']
473;134622;"When we come out of lockdown and they inject that vaccine into my bloodstream, my life motto will be ""inshallah and vibes""";0;come lockdown inject vaccine bloodstream life motto inshallah vibes;[];['come', 'lockdown', 'inject', 'vaccine', 'bloodstream', 'life', 'motto', 'inshallah', 'vibes']
474;134431;My cohort from grad school still has a group chat and we all are talking about how excited we are to have gotten/be getting the vaccine. #Prevention is essential.;0;cohort grad school still group chat talking excited gotten getting vaccine prevention essential;['#Prevention'];['cohort', 'grad', 'school', 'still', 'group', 'chat', 'talking', 'excited', 'gotten', 'getting', 'vaccine', 'prevention', 'essential']
475;137187;"STILL want the #MarkOfTheBeast?_x000D_
_x000D_
Virus has 99.8% recovery rate &amp; the unproven vaccines are just that — UNPROVEN!_x000D_
_x000D_
https://t.co/zIDTICjZWY";1;still want markofthebeast x x virus recovery rate amp unproven vaccines unproven x x;['#MarkOfTheBeast?_x000D_'];['still', 'want', 'markofthebeast', 'x', 'x', 'virus', 'recovery', 'rate', 'amp', 'unproven', 'vaccines', 'unproven', 'x', 'x']
476;139013;"“A truly historic step, which shows that President Biden is committed to being not just an American leader, but a global one.” Priti Krishtel, Initiative for Medicines, Access &amp; Knowledge. Grateful for your leadership <U+2066><U+2066>@pritikrishtel<U+2069>. https://t.co/88l0uF2Y2C";0;truly historic step shows president biden committed american leader global one priti krishtel initiative medicines access amp knowledge grateful leadership u u u;[];['truly', 'historic', 'step', 'shows', 'president', 'biden', 'committed', 'american', 'leader', 'global', 'one', 'priti', 'krishtel', 'initiative', 'medicines', 'access', 'amp', 'knowledge', 'grateful', 'leadership', 'u', 'u', 'u']
477;138758;"""Every shot is giving a dose of hope."" - Biden at #JointAddress _x000D_
_x000D_
That's nice, except when politicians and unelected bureaucrats don't let you actually experience life even after you are vaccinated._x000D_
_x000D_
Oh, and yes: As of yesterday, I am #vaccinated with Moderna #1.";0;every shot giving dose hope biden jointaddress x x nice except politicians unelected bureaucrats let actually experience life even vaccinated x x oh yes yesterday vaccinated moderna;['#JointAddress', '#vaccinated', '#1.'];['every', 'shot', 'giving', 'dose', 'hope', 'biden', 'jointaddress', 'x', 'x', 'nice', 'except', 'politicians', 'unelected', 'bureaucrats', 'let', 'actually', 'experience', 'life', 'even', 'vaccinated', 'x', 'x', 'oh', 'yes', 'yesterday', 'vaccinated', 'moderna']
478;134647;if you’re from florida, you don’t need to worry about what’s in the vaccine;0;florida need worry vaccine;[];['florida', 'need', 'worry', 'vaccine']
479;138998;Pfizer’s Experimental Gene Therapy Vaccine: Now available for Schoolchildren! https://t.co/br50NOoJ3m via @https://twitter.com/UnityNewsNet;1;pfizer experimental gene therapy vaccine available schoolchildren via twitter com unitynewsnet;[];['pfizer', 'experimental', 'gene', 'therapy', 'vaccine', 'available', 'schoolchildren', 'via', 'twitter', 'com', 'unitynewsnet']
480;137404;They still don't know what the issues are with my aunt's eyes and have scheduled another appointment for her this week. We were also told that her doctor wouldn't be getting the vaccine. We are still having issues getting her scheduled as well...;0;still know issues aunt eyes scheduled another appointment week also told doctor getting vaccine still issues getting scheduled well;[];['still', 'know', 'issues', 'aunt', 'eyes', 'scheduled', 'another', 'appointment', 'week', 'also', 'told', 'doctor', 'getting', 'vaccine', 'still', 'issues', 'getting', 'scheduled', 'well']
481;134504;Jewish doctors say ‘absolutely no evidence’ Covid-19 vaccine causes infertility, following circulation of conspiracy theories in the community https://t.co/89FIZvnK0q;0;jewish doctors say absolutely evidence covid vaccine causes infertility following circulation conspiracy theories community;[];['jewish', 'doctors', 'say', 'absolutely', 'evidence', 'covid', 'vaccine', 'causes', 'infertility', 'following', 'circulation', 'conspiracy', 'theories', 'community']
482;137297;Got my first COVID vaccine this morning.;0;got first covid vaccine morning;[];['got', 'first', 'covid', 'vaccine', 'morning']
483;134681;If you’ve eaten the pizza at Penn Station you don’t have to worry about what’s in the vaccine;0;eaten pizza penn station worry vaccine;[];['eaten', 'pizza', 'penn', 'station', 'worry', 'vaccine']
484;138571;Who knows but deep down we all know something isn't right! Why are they pushing so badly this vaccine and virus agenda.. Depopulation, greater controls, infertility, none of it makes sense when the death rate is lower than some of the most recent  years! https://t.co/lxqdDjIEVN;1;knows deep know something right pushing badly vaccine virus agenda depopulation greater controls infertility none makes sense death rate lower recent years;[];['knows', 'deep', 'know', 'something', 'right', 'pushing', 'badly', 'vaccine', 'virus', 'agenda', 'depopulation', 'greater', 'controls', 'infertility', 'none', 'makes', 'sense', 'death', 'rate', 'lower', 'recent', 'years']
485;134450;China had a Covid-19 vaccine since June bro <U+0001F92F>;0;china covid vaccine since june bro u f f;[];['china', 'covid', 'vaccine', 'since', 'june', 'bro', 'u', 'f', 'f']
486;137327;Vaccine Day! <U+0001F525><U+0001F525><U+0001F525><U+0001F525>;0;vaccine day u f u f u f u f;[];['vaccine', 'day', 'u', 'f', 'u', 'f', 'u', 'f', 'u', 'f']
487;135918;Just got my 1st dose for the vaccine. Patiently waiting for a dead arm.;0;got st dose vaccine patiently waiting dead arm;[];['got', 'st', 'dose', 'vaccine', 'patiently', 'waiting', 'dead', 'arm']
488;138739;"#BanegaSwasthIndia | As #COVID-19 vaccine is rolled out for everyone above the age of 18 from May 1, here are a few dos and don'ts: https://t.co/d4gCD9NEOg_x000D_
_x000D_
#COVID19 #VaccinesWork #ImmunisationWeek #IndiaFightsCOVID19 _x000D_
_x000D_
@mygovindia @MoHFW_INDIA @ICMRDELHI https://t.co/1ACYpgBnGF";0;banegaswasthindia covid vaccine rolled everyone age may dos ts x covid vaccineswork immunisationweek indiafightscovid x x india;['#BanegaSwasthIndia', '#COVID-19', '#COVID19', '#VaccinesWork', '#ImmunisationWeek', '#IndiaFightsCOVID19'];['banegaswasthindia', 'covid', 'vaccine', 'rolled', 'everyone', 'age', 'may', 'dos', 'ts', 'x', 'covid', 'vaccineswork', 'immunisationweek', 'indiafightscovid', 'x', 'x', 'india']
489;136024;"So let's work this out.._x000D_
Experimental._x000D_
It may not work._x000D_
It may make you sterile._x000D_
It may have side effects._x000D_
Masks don't work._x000D_
No flu cases this year._x000D_
99% recovery._x000D_
Covid deaths don't add up in comparison with overall death figures._x000D_
Many doctors saying you don't need a vaccine.";1;let work x experimental x may work x may make sterile x may side effects x masks work x flu cases year x recovery x covid deaths add comparison overall death figures x many doctors saying need vaccine;[];['let', 'work', 'x', 'experimental', 'x', 'may', 'work', 'x', 'may', 'make', 'sterile', 'x', 'may', 'side', 'effects', 'x', 'masks', 'work', 'x', 'flu', 'cases', 'year', 'x', 'recovery', 'x', 'covid', 'deaths', 'add', 'comparison', 'overall', 'death', 'figures', 'x', 'many', 'doctors', 'saying', 'need', 'vaccine']
490;134618;pray for my momma y’all nothings wrong with her, she just got the COVID vaccine <U+0001F62D>;0;pray momma nothings wrong got covid vaccine u f;[];['pray', 'momma', 'nothings', 'wrong', 'got', 'covid', 'vaccine', 'u', 'f']
491;135890;".@SaraBelPonMD As a mom and Founder of AFLDS, please DM me..._x000D_
_x000D_
There is a known potential mid-pregnancy fertility risk of the experimental vaccine. “Synciciotrophoblast” becomes inflamed causing miscarriage. The vaccine is NOT cleared of infertility risk. https://t.co/FKfHCe3c5Q";1;mom founder aflds please dm x x known potential mid pregnancy fertility risk experimental vaccine synciciotrophoblast becomes inflamed causing miscarriage vaccine cleared infertility risk;[];['mom', 'founder', 'aflds', 'please', 'dm', 'x', 'x', 'known', 'potential', 'mid', 'pregnancy', 'fertility', 'risk', 'experimental', 'vaccine', 'synciciotrophoblast', 'becomes', 'inflamed', 'causing', 'miscarriage', 'vaccine', 'cleared', 'infertility', 'risk']
492;134308;if u think ur idols will reply to ur dms dont worry about what’s in the vaccine;0;u think ur idols reply ur dms dont worry vaccine;[];['u', 'think', 'ur', 'idols', 'reply', 'ur', 'dms', 'dont', 'worry', 'vaccine']
493;136026;MY PARENTS JUST GOT THE FIRST DOSE OF THE VACCINE!!! I’m going to hug my family soon!!! <U+0001F62D><U+0001F62D><U+0001F62D>;0;parents got first dose vaccine going hug family soon u f u f u f;[];['parents', 'got', 'first', 'dose', 'vaccine', 'going', 'hug', 'family', 'soon', 'u', 'f', 'u', 'f', 'u', 'f']
494;134696;#CovidVaccine thoughts...a thread. I am now 2 days post my second vaccine. I have to be honest...it was rough. I was not expecting it! My first vaccine was mild. I had 24 hours of myalgias and fatigue. Nothing I would complain about.;0;covidvaccine thoughts thread days post second vaccine honest rough expecting first vaccine mild hours myalgias fatigue nothing would complain;['#CovidVaccine'];['covidvaccine', 'thoughts', 'thread', 'days', 'post', 'second', 'vaccine', 'honest', 'rough', 'expecting', 'first', 'vaccine', 'mild', 'hours', 'myalgias', 'fatigue', 'nothing', 'would', 'complain']
495;138742;"This World Immunization Week, our brilliant actor &amp; model @ImSafaKabir proudly joins @UNICEF as a Vaccine Champion.<U+0001F973>_x000D_
_x000D_
<U+0001F64F> Safa for raising your voice to spread our message: By vaccinating ourselves &amp; our children, we are creating a safer, healthier <U+0001F30F> for us all. #VaccinesWork https://t.co/pqznIucj2w";0;world immunization week brilliant actor amp model proudly joins vaccine champion u f x x u f f safa raising voice spread message vaccinating amp children creating safer healthier u f f us vaccineswork;['#VaccinesWork'];['world', 'immunization', 'week', 'brilliant', 'actor', 'amp', 'model', 'proudly', 'joins', 'vaccine', 'champion', 'u', 'f', 'x', 'x', 'u', 'f', 'f', 'safa', 'raising', 'voice', 'spread', 'message', 'vaccinating', 'amp', 'children', 'creating', 'safer', 'healthier', 'u', 'f', 'f', 'us', 'vaccineswork']
496;137409;"#Vaccinated with Dose 1 of @pfizer yesterday._x000D_
_x000D_
I was a bit emotional and grateful after. Can't wait to move into a post-pandemic era!";0;vaccinated dose yesterday x x bit emotional grateful wait move post pandemic era;['#Vaccinated'];['vaccinated', 'dose', 'yesterday', 'x', 'x', 'bit', 'emotional', 'grateful', 'wait', 'move', 'post', 'pandemic', 'era']
497;134528;"#NoVaccine _x000D_
This is depopulation agenda. Nothing is free in medical profession then why free vaccine? _x000D_
#Arrest_Bill_Gates";1;novaccine x depopulation agenda nothing free medical profession free vaccine x arrest bill gates;['#NoVaccine', '#Arrest_Bill_Gates'];['novaccine', 'x', 'depopulation', 'agenda', 'nothing', 'free', 'medical', 'profession', 'free', 'vaccine', 'x', 'arrest', 'bill', 'gates']
498;134331;So @Ryanair’s new TV ad, states “You can jab and go” NO to a poorly tested rushed vaccine.;1;new tv ad states jab go poorly tested rushed vaccine;[];['new', 'tv', 'ad', 'states', 'jab', 'go', 'poorly', 'tested', 'rushed', 'vaccine']
499;134363;I received my invitation to receive the Pfizer COVID vaccine this morning and just scheduled my first dose for Thursday. Ending 2020 on a high note!;0;received invitation receive pfizer covid vaccine morning scheduled first dose thursday ending high note;[];['received', 'invitation', 'receive', 'pfizer', 'covid', 'vaccine', 'morning', 'scheduled', 'first', 'dose', 'thursday', 'ending', 'high', 'note']
500;138665;"I demand everyone who had #Pfizer's or #Moderna's experimental gene therapy shot into his or her veins be muzzled and forced to keep at least two meters away from me at all times. _x000D_
_x000D_
#COVIDIOTS #MaskHoles_x000D_
_x000D_
Passive inhaled #mRNA #vaccination for SARS-Cov-2. https://t.co/VaLt2IK7LO";1;demand everyone pfizer moderna experimental gene therapy shot veins muzzled forced keep least two meters away times x x covidiots maskholes x x passive inhaled mrna vaccination sars cov;"[""#Pfizer's"", ""#Moderna's"", '#COVIDIOTS', '#MaskHoles_x000D_', '#mRNA', '#vaccination']";['demand', 'everyone', 'pfizer', 'moderna', 'experimental', 'gene', 'therapy', 'shot', 'veins', 'muzzled', 'forced', 'keep', 'least', 'two', 'meters', 'away', 'times', 'x', 'x', 'covidiots', 'maskholes', 'x', 'x', 'passive', 'inhaled', 'mrna', 'vaccination', 'sars', 'cov']
501;137382;"Some asshole scoffed at me for being leery of this so called vaccine._x000D_
Humans have been around for hundreds of thousands of years without vaccines._x000D_
Now hundreds of millions of people want to get injected with an experimental bioweapon that has never been tested?";1;asshole scoffed leery called vaccine x humans around hundreds thousands years without vaccines x hundreds millions people want get injected experimental bioweapon never tested;[];['asshole', 'scoffed', 'leery', 'called', 'vaccine', 'x', 'humans', 'around', 'hundreds', 'thousands', 'years', 'without', 'vaccines', 'x', 'hundreds', 'millions', 'people', 'want', 'get', 'injected', 'experimental', 'bioweapon', 'never', 'tested']
502;134427;My sincere and grateful thanks to the Oxford/AZ team and the MHRA for the incredibly efficient development and clinical evaluation of their COVID-19 Vaccine. Science triumphs ! This is not however a panacea and effective Testing is still an absolute must #AVCT it's your turn now!;0;sincere grateful thanks oxford az team mhra incredibly efficient development clinical evaluation covid vaccine science triumphs however panacea effective testing still absolute must avct turn;['#AVCT'];['sincere', 'grateful', 'thanks', 'oxford', 'az', 'team', 'mhra', 'incredibly', 'efficient', 'development', 'clinical', 'evaluation', 'covid', 'vaccine', 'science', 'triumphs', 'however', 'panacea', 'effective', 'testing', 'still', 'absolute', 'must', 'avct', 'turn']
503;134447;We’re going in to 2021 ready to feel the impact from the holidays. COVID is already at record breaking numbers w/ 2 new strains floating in the air...annnd everybody and their mama is trying to convince black people to take a rushed vaccine...;1;going ready feel impact holidays covid already record breaking numbers w new strains floating air annnd everybody mama trying convince black people take rushed vaccine;[];['going', 'ready', 'feel', 'impact', 'holidays', 'covid', 'already', 'record', 'breaking', 'numbers', 'w', 'new', 'strains', 'floating', 'air', 'annnd', 'everybody', 'mama', 'trying', 'convince', 'black', 'people', 'take', 'rushed', 'vaccine']
504;137329;My 2nd vaccine was due during what I hope will be my cycle ride from Land's End to John o'Groats. Solution? Book one to have en route. Duly booked, on a day when I'll have cycled 53 miles, with 73 to do the next day. Brave or foolish?;0;nd vaccine due hope cycle ride land end john groats solution book one en route duly booked day cycled miles next day brave foolish;[];['nd', 'vaccine', 'due', 'hope', 'cycle', 'ride', 'land', 'end', 'john', 'groats', 'solution', 'book', 'one', 'en', 'route', 'duly', 'booked', 'day', 'cycled', 'miles', 'next', 'day', 'brave', 'foolish']
505;137408;i will literally drive anywhere for this vaccine idc anymore i just miss my friends and family;0;literally drive anywhere vaccine idc anymore miss friends family;[];['literally', 'drive', 'anywhere', 'vaccine', 'idc', 'anymore', 'miss', 'friends', 'family']
506;134220;if you eating marshmallows, you don’t need to worry about what’s in the vaccine :/;0;eating marshmallows need worry vaccine;[];['eating', 'marshmallows', 'need', 'worry', 'vaccine']
507;134299;"Leftists: You have to wear a mask over your mouth and nose and shoot a rushed vaccine into your body to make sure I don't get sick from you. _x000D_
_x000D_
Also leftists: My body my choice! I'll get an abortion if I want to!";1;leftists wear mask mouth nose shoot rushed vaccine body make sure get sick x x also leftists body choice get abortion want;[];['leftists', 'wear', 'mask', 'mouth', 'nose', 'shoot', 'rushed', 'vaccine', 'body', 'make', 'sure', 'get', 'sick', 'x', 'x', 'also', 'leftists', 'body', 'choice', 'get', 'abortion', 'want']
508;134475;I have never been more excited to receive a vaccine! #ThisIsOurShot #Science #scienceforthewin #VaccinesWork #COVID19 #WearAMask #tweetiatrician https://t.co/9zWg6LfLPq;0;never excited receive vaccine thisisourshot science scienceforthewin vaccineswork covid wearamask tweetiatrician;['#ThisIsOurShot', '#Science', '#scienceforthewin', '#VaccinesWork', '#COVID19', '#WearAMask', '#tweetiatrician'];['never', 'excited', 'receive', 'vaccine', 'thisisourshot', 'science', 'scienceforthewin', 'vaccineswork', 'covid', 'wearamask', 'tweetiatrician']
509;138706;First Moderna shot caused a mild psoriasis outbreak all over my whole body. Just got the second shot. Total flu symptoms and bed ridden today. This is still much better than getting COVID or spreading to others. If I can power through, so can you. #GetVaccinated #herdimmunity;0;first moderna shot caused mild psoriasis outbreak whole body got second shot total flu symptoms bed ridden today still much better getting covid spreading others power getvaccinated herdimmunity;['#GetVaccinated', '#herdimmunity'];['first', 'moderna', 'shot', 'caused', 'mild', 'psoriasis', 'outbreak', 'whole', 'body', 'got', 'second', 'shot', 'total', 'flu', 'symptoms', 'bed', 'ridden', 'today', 'still', 'much', 'better', 'getting', 'covid', 'spreading', 'others', 'power', 'getvaccinated', 'herdimmunity']
510;136026;Moderna Vaccines (1st dose only) will be available for walk in at Kadlecs Healthplex 9:45am. No info on how many but, imagine it is less than 50. 1268 Lee Blvd Richland;0;moderna vaccines st dose available walk kadlecs healthplex info many imagine less lee blvd richland;[];['moderna', 'vaccines', 'st', 'dose', 'available', 'walk', 'kadlecs', 'healthplex', 'info', 'many', 'imagine', 'less', 'lee', 'blvd', 'richland']
511;136109;Due to inclement weather, the COVID-19 vaccine clinic at Med Center Health scheduled for Monday, February 15 will be cancelled. Appointments will be rescheduled as quickly as it is safe to do so.;0;due inclement weather covid vaccine clinic med center health scheduled monday february cancelled appointments rescheduled quickly safe;[];['due', 'inclement', 'weather', 'covid', 'vaccine', 'clinic', 'med', 'center', 'health', 'scheduled', 'monday', 'february', 'cancelled', 'appointments', 'rescheduled', 'quickly', 'safe']
512;137217;Depopulation Trudeau -  https://t.co/vOA6SAmj8l;1;depopulation trudeau;[];['depopulation', 'trudeau']
513;137313;What up America and the world please listen to this man he knows his stuff this real news not fake news this is what the government don't want us to listen and the government is not going to tell us the true facts about this deadly vaccine is not worth it https://t.co/dWFCn7fD1W;1;america world please listen man knows stuff real news fake news government want us listen government going tell us true facts deadly vaccine worth;[];['america', 'world', 'please', 'listen', 'man', 'knows', 'stuff', 'real', 'news', 'fake', 'news', 'government', 'want', 'us', 'listen', 'government', 'going', 'tell', 'us', 'true', 'facts', 'deadly', 'vaccine', 'worth']
514;136038;"The Honorable Minister Louis Farrakhan warns do not take the experimental Covid vaccine. _x000D_
_x000D_
#reflectingfarrakhan https://t.co/bMJG1CXNiZ";1;honorable minister louis farrakhan warns take experimental covid vaccine x x reflectingfarrakhan;['#reflectingfarrakhan'];['honorable', 'minister', 'louis', 'farrakhan', 'warns', 'take', 'experimental', 'covid', 'vaccine', 'x', 'x', 'reflectingfarrakhan']
515;138749;Just got my first vaccine, who’s trynna fuck? Or is it more romantic to wait until the second one? #vaccinated;0;got first vaccine trynna fuck romantic wait second one vaccinated;['#vaccinated'];['got', 'first', 'vaccine', 'trynna', 'fuck', 'romantic', 'wait', 'second', 'one', 'vaccinated']
516;137248;Check out Elizabeth Scott5167's video! #TikTok https://t.co/gQ4nwF1T9z HAS ZERO COVID AND REJECTS POISON VACCINE;1;check elizabeth scott video tiktok zero covid rejects poison vaccine;['#TikTok'];['check', 'elizabeth', 'scott', 'video', 'tiktok', 'zero', 'covid', 'rejects', 'poison', 'vaccine']
517;134601;"The reason behind the lies: How did a BS gene therapy posing as a vaccine get passed? They used the FDA's ""Emergency Use Authorization"" loophole designed to respond to bio-terror attacks. Can only be invoked if a disease is 1) new, 2) deadly &amp; 3) here is no existing treatment. https://t.co/pfUcqpwZMd";1;reason behind lies bs gene therapy posing vaccine get passed used fda emergency use authorization loophole designed respond bio terror attacks invoked disease new deadly amp existing treatment;[];['reason', 'behind', 'lies', 'bs', 'gene', 'therapy', 'posing', 'vaccine', 'get', 'passed', 'used', 'fda', 'emergency', 'use', 'authorization', 'loophole', 'designed', 'respond', 'bio', 'terror', 'attacks', 'invoked', 'disease', 'new', 'deadly', 'amp', 'existing', 'treatment']
518;138738;#COVID19 vaccines will play a major role in ending this pandemic <U+0001F637>, now is the time to ensure that everyone, everywhere <U+0001F30D> is protected from all vaccine-preventable diseases. #IA2030 #COVIDCallToAction #VaccinesWork https://t.co/jWkjruqW5v;0;covid vaccines play major role ending pandemic u f time ensure everyone everywhere u f protected vaccine preventable diseases ia covidcalltoaction vaccineswork;['#COVID19', '#IA2030', '#COVIDCallToAction', '#VaccinesWork'];['covid', 'vaccines', 'play', 'major', 'role', 'ending', 'pandemic', 'u', 'f', 'time', 'ensure', 'everyone', 'everywhere', 'u', 'f', 'protected', 'vaccine', 'preventable', 'diseases', 'ia', 'covidcalltoaction', 'vaccineswork']
519;134271;if you drink monster dont worry about whats in the vaccine;0;drink monster dont worry whats vaccine;[];['drink', 'monster', 'dont', 'worry', 'whats', 'vaccine']
520;134443;Just drove my girlfriend to get her first COVID vaccine shoy and I am so excited that this is really happening <U+0001F97A>;0;drove girlfriend get first covid vaccine shoy excited really happening u f;[];['drove', 'girlfriend', 'get', 'first', 'covid', 'vaccine', 'shoy', 'excited', 'really', 'happening', 'u', 'f']
521;134663;If you ate at the Fountain Grill don’t worry about what’s in the vaccine;0;ate fountain grill worry vaccine;[];['ate', 'fountain', 'grill', 'worry', 'vaccine']
522;134552;Did Nancy Pelosi take the toxic vaccine?;1;nancy pelosi take toxic vaccine;[];['nancy', 'pelosi', 'take', 'toxic', 'vaccine']
523;138753;Pfizer #2 in the arm! What a relief! #PfizerVaccine #vaccinated https://t.co/YKF89x6PUJ;0;pfizer arm relief pfizervaccine vaccinated;['#2', '#PfizerVaccine', '#vaccinated'];['pfizer', 'arm', 'relief', 'pfizervaccine', 'vaccinated']
524;137398;Question. Is Joe Biden “ taking credit” for Trump’s “perfect vaccine”. OR..., is Biden ramping up injection of Bill Gates’ chip infested killer vaccine into millions of American?  Asking for a weary and whiplashed nation.;1;question joe biden taking credit trump perfect vaccine biden ramping injection bill gates chip infested killer vaccine millions american asking weary whiplashed nation;[];['question', 'joe', 'biden', 'taking', 'credit', 'trump', 'perfect', 'vaccine', 'biden', 'ramping', 'injection', 'bill', 'gates', 'chip', 'infested', 'killer', 'vaccine', 'millions', 'american', 'asking', 'weary', 'whiplashed', 'nation']
525;134326;"Rafts of braindead retards scared stupid by rudimentarily crude to the point of being grimly pathetic propaganda, lining up to take an unnecessary &amp; experimental vaccine from openly depopulation driven eugenicist technocrats.. terrifying &amp; wonderfully hilarious at the same time.";1;rafts braindead retards scared stupid rudimentarily crude point grimly pathetic propaganda lining take unnecessary amp experimental vaccine openly depopulation driven eugenicist technocrats terrifying amp wonderfully hilarious time;[];['rafts', 'braindead', 'retards', 'scared', 'stupid', 'rudimentarily', 'crude', 'point', 'grimly', 'pathetic', 'propaganda', 'lining', 'take', 'unnecessary', 'amp', 'experimental', 'vaccine', 'openly', 'depopulation', 'driven', 'eugenicist', 'technocrats', 'terrifying', 'amp', 'wonderfully', 'hilarious', 'time']
526;138827;"Fuck the Vaccine! They want to Vaccinate 100% of America!_x000D_
Even if you had it, already? _x000D_
_x000D_
Bullshit! I have seen Nothing but InCompetance, Mask Lies. From The Beginning. _x000D_
_x000D_
Lies do NOT build TRUST!_x000D_
_x000D_
Big Pharma HAS REPEATEDLY VIOLATED THE PUBLIC TRUST!_x000D_
_x000D_
FUCK Your Rushed FAKE SCIENCE";1;fuck vaccine want vaccinate america x even already x x bullshit seen nothing incompetance mask lies beginning x x lies build trust x x big pharma repeatedly violated public trust x x fuck rushed fake science;[];['fuck', 'vaccine', 'want', 'vaccinate', 'america', 'x', 'even', 'already', 'x', 'x', 'bullshit', 'seen', 'nothing', 'incompetance', 'mask', 'lies', 'beginning', 'x', 'x', 'lies', 'build', 'trust', 'x', 'x', 'big', 'pharma', 'repeatedly', 'violated', 'public', 'trust', 'x', 'x', 'fuck', 'rushed', 'fake', 'science']
527;135914;Just got my second Covid shot in Lee county Florida. Once you get an appointment, the Vaccine center runs very smoothly. I think that the appointment process is now improving. Hope everyone can get theirs.;0;got second covid shot lee county florida get appointment vaccine center runs smoothly think appointment process improving hope everyone get;[];['got', 'second', 'covid', 'shot', 'lee', 'county', 'florida', 'get', 'appointment', 'vaccine', 'center', 'runs', 'smoothly', 'think', 'appointment', 'process', 'improving', 'hope', 'everyone', 'get']
528;138794;"Get your Vaccine &amp; Pops treats you to a milkshake from @chefdelivers #Waterloo #vaccinated #DownSyndrome #SupportSmallBusinesses https://t.co/AqEIfLItfv";0;get vaccine amp pops treats milkshake waterloo vaccinated downsyndrome supportsmallbusinesses;['#Waterloo', '#vaccinated', '#DownSyndrome', '#SupportSmallBusinesses'];['get', 'vaccine', 'amp', 'pops', 'treats', 'milkshake', 'waterloo', 'vaccinated', 'downsyndrome', 'supportsmallbusinesses']
529;136021;I have my appointment for covid vaccine pfizer next thurs.  Rthank you #NHS <U+2764>;0;appointment covid vaccine pfizer next thurs rthank nhs u;['#NHS'];['appointment', 'covid', 'vaccine', 'pfizer', 'next', 'thurs', 'rthank', 'nhs', 'u']
530;138714;Got my 2nd Pfizer shot, let's gooo. 2 weeks until full immunity #VaccinesSaveLives #GetVaccinated;0;got nd pfizer shot let gooo weeks full immunity vaccinessavelives getvaccinated;['#VaccinesSaveLives', '#GetVaccinated'];['got', 'nd', 'pfizer', 'shot', 'let', 'gooo', 'weeks', 'full', 'immunity', 'vaccinessavelives', 'getvaccinated']
531;134690;My grandma just got the vaccine today.... if she ard I ain’t gonna hold y’all ima go head and do it;0;grandma got vaccine today ard gonna hold ima go head;[];['grandma', 'got', 'vaccine', 'today', 'ard', 'gon', 'na', 'hold', 'ima', 'go', 'head']
532;139009;I don’t care about covid anymore. I’m vaccinated. It’s not dangerous for children. If other adults don’t want to get vaccinated, I don’t care bc my vaccine will protect me. Let’s move the fck on. Retweet if you’re with me.;0;care covid anymore vaccinated dangerous children adults want get vaccinated care bc vaccine protect let move fck retweet;[];['care', 'covid', 'anymore', 'vaccinated', 'dangerous', 'children', 'adults', 'want', 'get', 'vaccinated', 'care', 'bc', 'vaccine', 'protect', 'let', 'move', 'fck', 'retweet']
533;134628;Just got my first jab of the Covid vaccine today. I'm in a privileged position to get it because of where I go to school, but I urge everyone to get vaccinated when they're able to.;0;got first jab covid vaccine today privileged position get go school urge everyone get vaccinated able;[];['got', 'first', 'jab', 'covid', 'vaccine', 'today', 'privileged', 'position', 'get', 'go', 'school', 'urge', 'everyone', 'get', 'vaccinated', 'able']
534;137404;Krispy Kreme Giving Out Free Doughnuts All Year if You Get The COVID Vaccine https://t.co/4UTaGIy13q;0;krispy kreme giving free doughnuts year get covid vaccine;[];['krispy', 'kreme', 'giving', 'free', 'doughnuts', 'year', 'get', 'covid', 'vaccine']
